id;LOCphy_C;MVG_C;Volume_C;MI_C;qwen2_5_coder_32b_SLOC_R;qwen2_5_coder_32b_Cyclomatic_R;qwen2_5_coder_32b_Volume_R;qwen2_5_coder_32b_MI_R;qwen2_5_coder_32b_total_unsafe_block_R;qwen2_5_coder_32b_avg_unsafe_stmt_R;qwen2_5_coder_32b_total_uniq_type_R
transcoder-set:NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR_prep:f_filled;1.0;1.0;22.4588;154.589;1.0;1.0;19.651484454403228;155.2836050228807;0;0.0;1
transcoder-set:COMPUTE_NCR_P_SET_1_INTRODUCTION_AND_DYNAMIC_PROGRAMMING_SOLUTION_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;144.94647495169912;127.09538533633435;0;0.0;2
libxml2:HTMLparser_prep:htmlCtxtParseContentInternal;31.0;5.0;1336.7;76.79;13.0;3.0;286.7268228066066;99.33346479618805;0;0.0;3
nano-7.2:winio_prep:post_one_key;13.0;2.0;850.164;93.9116;16.0;2.0;697.9743592879968;91.57351438849078;1;11.0;3
transcoder-set:DELANNOY_NUMBER_1_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
transcoder-set:FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_prep:f_filled;1.0;1.0;64.5293;149.101;4.0;1.0;76.14709844115208;125.7821630777101;0;0.0;3
libxml2:globals_prep:xmlCleanupGlobals;2.0;1.0;18.0947;144.484;3.0;1.0;22.458839376460833;136.79172270480979;0;0.0;0
libosip2-5.3.1:osip_from_prep:osip_generic_param_set_value;3.0;1.0;76.0;130.453;5.0;1.0;79.9544533632097;121.91352869273885;1;1.0;2
tar-1.34:quotearg_prep:quote_n;5.0;1.0;108.0;120.35;3.0;1.0;89.85848369899593;129.58165357037313;0;0.0;2
transcoder-set:FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
tmux:status_prep:status_prompt_load_history;34.0;7.0;1190.32;75.4367;27.0;6.0;1072.409580226005;79.94359340394399;0;0.0;0
tulipindicators-0.9.1:tiamalgamation_prep:ti_vhf;62.0;16.0;2774.66;59.2334;58.0;13.0;2105.516191543203;62.43878035315845;0;0.0;10
mtools-4.0.43:precmd_prep:postcmd;18.0;4.0;463.008;91.3397;28.0;5.0;403.2541501125003;84.67053849036962;1;8.0;2
transcoder-set:MAXIMUM_NUMBER_OF_SQUARES_THAT_CAN_BE_FIT_IN_A_RIGHT_ANGLE_ISOSCELES_TRIANGLE_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tmux:mode-tree_prep:mode_tree_set_current;19.0;5.0;606.7;88.8283;20.0;5.0;634.5708497116037;87.76380266382328;0;0.0;3
libosip2-5.3.1:osip_authorization_prep:osip_authorization_get_cnum;3.0;1.0;55.5066;132.087;3.0;1.0;72.33974351909448;130.70933778224418;1;1.0;1
transcoder-set:NEXT_POWER_OF_2_2_prep:f_filled;1.0;1.0;30.0;153.084;4.0;1.0;44.97261104228487;128.52055231282995;0;0.0;1
nettle-3.9.1:ecc-scalar_prep:nettle_ecc_scalar_init;6.0;1.0;153.731;115.56;6.0;1.0;128.92738965508113;116.47539984850792;1;2.0;2
libxml2:xmlreader_prep:xmlTextReaderLookupNamespace;17.0;5.0;698.542;89.8972;17.0;4.0;442.076270556609;92.5062352162285;1;10.0;2
nettle-3.9.1:ctr_prep:nettle_ctr_crypt;54.0;19.0;2705.48;60.9127;44.0;7.0;1246.6506528668363;71.01940599743145;0;0.0;7
json.h:allow_leading_or_trailing_decimal_point_prep:json_parse_ex;81.0;11.0;3107.55;55.4637;37.0;4.0;955.0225968275693;75.90210780580176;0;0.0;7
libxml2:libxml2-py_prep:libxml_xmlTextReaderByteConsumed;13.0;3.0;655.39;95.0346;23.0;4.0;529.0961354900353;86.67490894299598;1;3.0;3
json.h:test_prep:json_write_minified_get_object_size;18.0;5.0;548.012;90.2332;21.0;5.0;505.3280236594612;88.15765610379472;1;11.0;2
transcoder-set:MINIMUM_INSERTIONS_SORT_ARRAY_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
transcoder-set:LOWER_INSERTION_POINT_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
heman:vec2_prep:kmVec2RotateBy;14.0;1.0;620.149;94.5815;16.0;1.0;696.7784645764096;91.81243160151634;1;6.0;6
genann:genann_prep:genann_act_sigmoid;5.0;3.0;242.499;115.684;5.0;3.0;171.8953543301665;117.4732992082329;0;0.0;2
cflow-1.7:c_prep:yy_delete_buffer;10.0;5.0;389.901;101.525;14.0;5.0;343.6453580433296;96.73129827393379;1;5.0;1
transcoder-set:MAXIMUM_POINTS_INTERSECTION_N_CIRCLES_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
nettle-3.9.1:umac96_prep:nettle_umac96_digest;30.0;15.0;2888.18;71.015;3.0;1.0;53.77443751081734;132.2515302053208;0;0.0;3
tar-1.34:rtapelib_prep:rmt_read__;23.0;7.0;884.481;83.313;27.0;7.0;849.8520943066785;80.92311866697369;1;10.0;5
libxml2:libxml2-py_prep:libxml_xmlCopyNamespace;13.0;3.0;645.972;95.1099;6.0;1.0;133.437600046154;116.29660004195355;0;0.0;3
tmux:proc_prep:proc_kill_peer;5.0;1.0;62.5102;123.193;5.0;1.0;62.907475208398566;123.16044782176044;1;1.0;1
tar-1.34:quotearg_prep:quotearg_n_style_mem;7.0;1.0;209.215;111.461;4.0;1.0;142.62362713128297;122.5189436013097;0;0.0;3
heman:mat4_prep:kmMat4Translation;13.0;1.0;519.573;96.7022;13.0;1.0;524.0086726487849;96.65797758691232;1;8.0;4
nano-7.2:files_prep:init_backup_dir;8.0;3.0;345.0;106.237;12.0;4.0;250.76823424783512;101.09696072966284;1;6.0;0
gprolog-1.5.0:ma2asm_inst_prep:Move_Ret_To_Reg_X;5.0;1.0;88.0;121.415;3.0;1.0;74.23092131656186;130.57514080153922;0;0.0;1
libxml2:xmllint_prep:main;4.0;1.0;154.287;122.11;3.0;1.0;89.85848369899593;129.58165357037313;0;0.0;2
json.h:test_prep:json_extract_get_value_size;26.0;5.0;694.562;83.0438;22.0;6.0;553.1819751543273;86.70353977038718;1;10.0;2
gawk-5.2.2:mpfr_prep:mpg_strtoui;58.0;36.0;1758.75;58.0845;25.0;18.0;958.6398827931827;79.01353108335995;0;0.0;8
tulipindicators-0.9.1:tiamalgamation_prep:ti_atr_stream_run;40.0;14.0;2835.31;66.6806;65.0;12.0;2610.840077513572;59.70430417769302;0;0.0;5
transcoder-set:LOWER_INSERTION_POINT_prep:f_gold;12.0;7.0;471.224;97.1268;17.0;7.0;530.0990052113956;90.87201211107975;0;0.0;5
libxml2:libxml2-py_prep:libxml_xmlUCSIsNumberForms;13.0;3.0;518.058;96.2574;14.0;3.0;429.1037751197119;96.03643755368432;0;0.0;3
optipng-0.7.8:pngrutil_prep:png_handle_sBIT;66.0;13.0;2527.55;59.3956;20.0;6.0;490.6890595608519;88.8709218026146;1;10.0;4
gprolog-1.5.0:machine_prep:Pl_M_Random_Float;5.0;1.0;82.0447;121.779;3.0;1.0;72.33974351909448;130.70933778224418;0;0.0;1
transcoder-set:FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
libxml2:xmlschemastypes_prep:xmlSchemaGetBuiltInListSimpleTypeItemType;16.0;6.0;417.786;93.3222;11.0;7.0;286.62087871252675;101.12166269618345;0;0.0;1
nettle-3.9.1:aes192-decrypt_prep:_nettle_aes192_decrypt_c;9.0;3.0;487.537;102.53;8.0;2.0;355.0;106.3180345195145;1;3.0;3
bc-1.07.1:stack_prep:dc_set_stacked_array;12.0;2.0;388.418;99.2817;12.0;2.0;323.33235014711585;100.23537241481299;1;5.0;2
transcoder-set:FRIENDS_PAIRING_PROBLEM_prep:f_gold;10.0;3.0;357.577;102.435;11.0;3.0;347.1067876579332;101.0460076949891;0;0.0;1
gprolog-1.5.0:stream_c_prep:Pl_Open_Output_Term_Stream_1;7.0;1.0;166.908;112.636;7.0;1.0;136.16184010614157;113.6942658543646;1;2.0;0
transcoder-set:SIZE_SUBARRAY_MAXIMUM_SUM_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
hello-2.12.1:basename_prep:base_name;21.0;4.0;703.276;86.6688;22.0;4.0;701.839312604969;85.92584896790896;1;15.0;1
json-c:debug_prep:mc_debug;15.0;3.0;256.758;97.5893;14.0;3.0;161.42124551085624;101.12038088511613;0;0.0;3
mcsim-6.2.0:modo_prep:WriteOne_R_PIDefine;16.0;11.0;1293.31;86.2963;20.0;6.0;802.2558183068584;86.31451399968729;1;10.0;3
json.h:allow_json5_prep:json_write_get_number_size;81.0;29.0;3039.2;51.4393;81.0;29.0;2205.616291771469;53.10636001390607;0;0.0;4
libxml2:xmlreader_prep:xmlReaderForIO;28.0;6.0;1094.64;79.2477;10.0;1.0;118.94197037642039;108.61921569604591;0;0.0;4
nettle-3.9.1:eax_prep:nettle_eax_set_nonce;12.0;1.0;587.768;97.3576;7.0;1.0;316.6493369239909;109.30572174688982;1;3.0;5
gawk-5.2.2:debug_prep:do_step;13.0;2.0;261.343;100.045;12.0;2.0;237.74437510817341;101.83429285350238;1;7.0;2
libxml2:parserInternals_prep:xmlCtxtNewInputFromString;15.0;5.0;652.616;92.2784;3.0;1.0;118.53642239625984;128.14133549179346;0;0.0;5
pth-2.0.7:pth_high_prep:__pth_readv_faked;30.0;10.0;1759.63;74.7417;42.0;6.0;1070.0485972529102;72.79736359283606;1;1.0;6
cflow-1.7:obstack_prep:_obstack_begin_1;13.0;1.0;403.818;98.0128;9.0;1.0;298.78191844869895;105.53644937197448;1;5.0;6
transcoder-set:PROBABILITY_THREE_RANDOMLY_CHOSEN_NUMBERS_AP_prep:sort;1.0;1.0;110.361;146.31;5.0;1.0;140.55415752892034;118.98002285639245;1;1.0;2
bc-1.07.1:number_prep:bc_out_long;16.0;4.0;573.04;92.1391;14.0;4.0;531.3642432941529;94.69494299496745;0;0.0;4
libxml2:valid_prep:xmlValidatePushCData;47.0;16.0;1836.82;65.8655;19.0;9.0;543.7039997961664;88.47838263761271;1;9.0;3
hello-2.12.1:xmalloc_prep:x2realloc;5.0;1.0;93.7654;121.085;3.0;1.0;108.0;128.6253985425307;0;0.0;2
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Fast_Mod;13.0;4.0;524.617;95.9619;13.0;4.0;413.6403177873932;97.19783705647103;0;0.0;2
libxml2:libxml2-py_prep:libxml_xmlCreateEntityParserCtxt;13.0;2.0;495.0;96.7241;14.0;2.0;555.0;94.92863706875136;0;0.0;6
cflow-1.7:parser_prep:get_symbol;21.0;10.0;540.0;86.6626;22.0;11.0;585.0;85.26273064998963;0;0.0;1
tar-1.34:malloca_prep:mmalloca;19.0;3.0;666.807;88.7971;17.0;3.0;589.3714501644235;91.24084934863174;0;0.0;1
json.h:allow_unquoted_keys_prep:json_extract_value_ex;23.0;3.0;734.426;85.1997;20.0;2.0;569.7325756944906;89.01426832492884;0;0.0;4
tar-1.34:regex_prep:rpl_regerror;23.0;5.0;795.393;84.325;19.0;5.0;695.9688064631837;88.11450336414752;0;0.0;4
tinycc:libtcc_prep:tcc_realloc;8.0;3.0;187.296;109.413;16.0;3.0;431.0150790036581;93.8501187067041;0;0.0;2
transcoder-set:ZECKENDORFS_THEOREM_NON_NEIGHBOURING_FIBONACCI_REPRESENTATION_prep:main;14.0;3.0;551.828;94.7284;12.0;3.0;438.6883841655666;98.41880775760137;1;1.0;2
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Add;5.0;2.0;289.863;114.986;7.0;2.0;166.7970000576925;112.40901256191808;0;0.0;0
libxml2:libxml2-py_prep:libxml_xmlRelaxNGParse;13.0;3.0;650.743;95.0716;22.0;3.0;534.7057766519961;87.57018569933456;0;0.0;3
libxml2:xmlIO_prep:xmlCheckFilename;14.0;4.0;387.644;96.3348;16.0;4.0;335.77254752252236;94.91860595776144;1;9.0;1
rcs-5.10.1:b-complain_prep:syserror;8.0;1.0;225.621;108.905;6.0;1.0;180.94247824228052;114.71296485735559;2;1.0;2
wget-1.21.4:connect_prep:fd_write;22.0;10.0;1162.77;81.9206;33.0;7.0;910.049704225739;77.3163815703957;1;12.0;7
libxml2:libxml2-py_prep:libxml_xmlCreateDocParserCtxt;11.0;2.0;397.458;100.572;11.0;2.0;300.0;102.03442771245415;1;4.0;3
transcoder-set:PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;142.62362713128297;127.17939317502854;0;0.0;2
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Shr;5.0;3.0;364.562;113.564;5.0;3.0;195.40466561840492;116.80672821228481;0;0.0;0
wget-1.21.4:utils_prep:print_decimal;17.0;6.0;607.821;90.3906;18.0;6.0;759.9789752120199;88.30286552482652;1;4.0;1
cflow-1.7:argp-fmtstream_prep:_argp_fmtstream_ensure;37.0;6.0;1285.09;73.8985;30.0;6.0;1220.9279125571795;77.56229696706905;0;0.0;1
wget-1.21.4:iri_prep:iri_dup;10.0;4.0;502.947;100.432;10.0;4.0;540.5505675862255;100.05666290677375;1;4.0;1
transcoder-set:C_PROGRAM_FACTORIAL_NUMBER_2_prep:f_gold;3.0;3.0;122.624;127.505;3.0;3.0;105.48604608143;128.2878717899822;0;0.0;1
units-2.22:units_prep:fgetscont;20.0;7.0;916.864;85.3902;20.0;6.0;825.8145657281395;86.16401185999796;1;11.0;4
transcoder-set:MAXIMUM_CONSECUTIVE_REPEATING_CHARACTER_STRING_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
cpio-2.14:util_prep:set_new_media_message;29.0;5.0;728.627;81.0258;24.0;6.0;703.2222868014404;84.0460281441469;1;15.0;3
libxml2:valid_prep:xmlValidGetPotentialChildren;30.0;13.0;1477.52;74.9604;47.0;17.0;1373.0574484809395;67.14867357067116;2;13.0;4
make-4.4.1:remake_prep:update_goal_chain;109.0;45.0;4714.01;40.667;4.0;1.0;60.91767875292167;126.94250954454398;0;0.0;1
mcsim-6.2.0:optdsign_prep:DoVariance;18.0;4.0;768.207;88.7069;27.0;4.0;830.9438487450846;81.73011921701328;0;0.0;7
rcs-5.10.1:rcsgen_prep:format_assocs;9.0;2.0;343.019;104.588;10.0;2.0;357.6270750562502;102.66476957437187;0;0.0;2
pth-2.0.7:test_sfio_prep:main;5.0;1.0;101.95;120.65;4.0;1.0;110.44611534953322;123.8484870076066;0;0.0;2
transcoder-set:COUNTS_PATHS_POINT_REACH_ORIGIN_1_prep:main;15.0;3.0;798.062;91.6922;14.0;3.0;603.1759500778849;94.26578474447336;1;1.0;3
tar-1.34:obstack_prep:_obstack_allocated_p;13.0;4.0;381.473;97.6188;9.0;5.0;387.64435705307295;103.26250261565205;0;0.0;2
libxml2:xmlwriter_prep:xmlTextWriterWriteFormatDTDInternalEntity;14.0;1.0;277.326;98.7663;11.0;1.0;391.1197641958064;100.885224740714;0;0.0;4
cflow-1.7:main_prep:init;14.0;5.0;501.536;94.7654;18.0;5.0;352.83783257244704;92.52273304353879;1;10.0;1
wget-1.21.4:utils_prep:compile_posix_regex;18.0;4.0;1007.22;87.2982;14.0;2.0;649.2752275762582;94.11281638758638;0;0.0;2
json-c:json_object_prep:json_object_is_type;6.0;2.0;162.848;115.031;6.0;2.0;152.92539048396907;115.35775577399426;1;1.0;1
gawk-5.2.2:main_prep:getenv_long;12.0;5.0;692.857;95.5822;15.0;5.0;529.0961354900353;93.36950198319238;0;0.0;1
transcoder-set:HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER_prep:f_gold;7.0;2.0;281.763;109.683;11.0;2.0;284.5996545452941;102.30846252715233;1;6.0;2
nettle-3.9.1:hmac-gosthash94_prep:nettle_hmac_gosthash94cp_set_key;6.0;1.0;252.173;112.987;3.0;1.0;179.8483650150149;125.97348771134816;0;0.0;2
cflow-1.7:xmalloc_prep:xzalloc;5.0;1.0;64.725;123.012;3.0;1.0;66.41714012534482;131.1535141041124;0;0.0;1
libxml2:xmlunicode_prep:xmlUCSIsCatPd;4.0;1.0;89.8585;124.921;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
less-633:os_prep:get_time;6.0;1.0;75.2842;119.273;5.0;1.0;92.0;121.18380521791258;1;1.0;1
transcoder-set:COUNT_DIGITS_FACTORIAL_SET_2_prep:f_filled;1.0;1.0;27.0;153.632;4.0;1.0;48.432042660922164;128.13519085763062;0;0.0;1
transcoder-set:SUM_SERIES_23_45_67_89_UPTO_N_TERMS_prep:f_filled;1.0;1.0;24.0;154.244;3.0;1.0;31.69925001442312;134.9997572104644;0;0.0;1
tulipindicators-0.9.1:tiamalgamation_prep:ti_pvi_start;4.0;1.0;68.5324;126.33;4.0;1.0;57.3594000115385;127.25548032168658;0;0.0;1
gawk-5.2.2:mpfr_prep:do_mpfr_sqrt;5.0;1.0;120.928;119.762;4.0;1.0;112.37013046707143;123.7586809232237;0;0.0;1
uucp-1.07:signal_prep:ussignal;16.0;5.0;432.695;93.3699;12.0;6.0;243.00301253822127;100.80052830262466;0;0.0;2
tmux:xchecks_prep:__c2rust_hash___mbstate_t_struct;3.0;1.0;58.6034;131.804;4.0;1.0;77.66179398375644;125.67974154233877;0;0.0;2
transcoder-set:SUM_FIBONACCI_NUMBERS_prep:main;14.0;3.0;551.828;94.7284;13.0;3.0;452.36388806542584;96.96248843533996;0;0.0;2
tinycc:x86_64-gen_prep:gen_addrpc32;6.0;2.0;218.261;113.508;8.0;2.0;202.11890788006696;109.2469949039463;0;0.0;3
json.h:allow_simplified_json_prep:json_extract_value_ex;23.0;3.0;734.426;85.1997;25.0;4.0;755.4148326511498;83.47242300012833;0;0.0;3
gawk-5.2.2:io_prep:iopflags2str;12.0;1.0;320.0;100.519;10.0;1.0;256.7639251168273;104.61770465965658;0;0.0;1
less-633:screen_prep:at_enter;12.0;3.0;549.446;97.2482;14.0;3.0;477.0233205758819;95.4859312853277;1;8.0;1
json.h:allow_equals_in_object_prep:json_skip_c_style_comments;40.0;11.0;1375.04;71.1337;37.0;10.0;1205.381508982067;73.31146253110572;1;13.0;1
json.h:allow_hexadecimal_numbers_prep:json_write_minified_value;35.0;8.0;1259.9;74.4416;33.0;9.0;1120.3380316512537;75.77537169406368;1;25.0;2
screen-4.9.0:layer_prep:LGotoPos;9.0;17.0;1500.35;93.465;47.0;17.0;1647.8492392212856;66.2000324811025;0;0.0;3
ed-1.19:buffer_prep:clear_undo_stack;21.0;4.0;542.837;88.0153;20.0;4.0;425.7304904064322;90.06934339737485;1;13.0;0
less-633:mark_prep:restore_mark;27.0;11.0;997.579;79.1697;44.0;11.0;1168.073890368557;70.43794852734115;2;1.0;2
transcoder-set:COMPUTE_NCR_P_SET_1_INTRODUCTION_AND_DYNAMIC_PROGRAMMING_SOLUTION_prep:main;16.0;3.0;1041.23;89.2637;16.0;3.0;824.6443989321797;90.47631093826975;1;1.0;4
gawk-5.2.2:getopt1_prep:getopt_long;6.0;1.0;206.439;114.027;3.0;1.0;167.5859764912639;126.34069906086071;0;0.0;5
transcoder-set:COUNT_FREQUENCY_K_MATRIX_SIZE_N_MATRIXI_J_IJ_prep:f_gold;4.0;2.0;161.421;121.645;3.0;2.0;122.62388523751017;127.73504742307989;0;0.0;2
transcoder-set:COUNT_SET_BITS_IN_AN_INTEGER_prep:len;1.0;1.0;121.114;145.827;5.0;1.0;74.00879436282185;122.315349388372;1;1.0;1
cflow-1.7:wordsplit_prep:wordsplit_len;6.0;1.0;153.731;115.56;3.0;1.0;124.0;127.90701678243042;0;0.0;4
transcoder-set:SUM_OF_ALL_PROPER_DIVISORS_OF_A_NATURAL_NUMBER_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
wget-1.21.4:hash_prep:make_nocase_string_hash_table;5.0;1.0;80.0;121.911;3.0;1.0;64.72503367497927;131.28771108481735;0;0.0;1
transcoder-set:DIFFERENT_WAYS_SUM_N_USING_NUMBERS_GREATER_EQUAL_M_prep:main;15.0;3.0;798.062;91.6922;15.0;3.0;684.052766176931;92.49380443960473;1;1.0;3
transcoder-set:COUNT_SET_BITS_IN_AN_INTEGER_1_prep:main;14.0;3.0;555.409;94.6948;12.0;3.0;425.0821285889304;98.58264382466606;0;0.0;2
transcoder-set:MAXIMUM_TRIPLET_SUM_ARRAY_1_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
mtools-4.0.43:file_prep:isRootDir;5.0;1.0;106.198;120.438;8.0;3.0;201.90890672641936;109.0224005025602;0;0.0;1
libxml2:tree_prep:xmlGetDocCompressMode;5.0;2.0;151.267;118.368;4.0;2.0;96.0;124.34742075422503;1;1.0;1
transcoder-set:FIND_MAXIMUM_HEIGHT_PYRAMID_FROM_THE_GIVEN_ARRAY_OF_OBJECTS_prep:f_filled;1.0;1.0;44.9726;150.979;1.0;1.0;41.51317942364757;151.39474304287458;0;0.0;2
tmux:tty_prep:tty_write;20.0;7.0;993.804;84.9711;25.0;7.0;902.7538109823141;81.85587225242854;0;0.0;1
tulipindicators-0.9.1:tiamalgamation_prep:ti_marketfi;14.0;5.0;1044.26;90.9517;21.0;3.0;808.5134484506126;86.17371048280074;0;0.0;7
libxml2:xmlunicode_prep:xmlUCSIsCatS;4.0;1.0;89.8585;124.921;5.0;1.0;66.60791492653966;122.8632240697927;1;1.0;1
heman:aabb3_prep:kmAABB3DiameterZ;3.0;1.0;110.446;128.509;5.0;1.0;88.81055323538621;121.36727729304343;1;1.0;1
gawk-5.2.2:debug_prep:do_continue;22.0;7.0;897.373;83.9579;25.0;6.0;649.2752275762582;83.79975676448872;1;2.0;2
screen-4.9.0:logfile_prep:logreopen_register;5.0;2.0;131.686;119.089;5.0;2.0;164.99896988958;117.91622181847185;1;1.0;1
less-633:filename_prep:is_dir;11.0;2.0;304.313;101.96;9.0;3.0;346.3849750966349;104.30769768031404;0;0.0;2
binn-3.0:binn_prep:binn_list_uint64;5.0;1.0;164.233;118.17;5.0;1.0;189.98960215439456;117.41286522373662;0;0.0;3
bc-1.07.1:stack_prep:dc_tell_length;20.0;5.0;573.04;88.2942;24.0;5.0;697.5824903045154;84.31789993202761;0;0.0;0
libxml2:libxml2-py_prep:libxml_xmlIsLetter;13.0;3.0;518.058;96.2574;14.0;3.0;514.2968963174714;95.0947075266742;0;0.0;5
screen-4.9.0:viewport_prep:RethinkViewportOffsets;8.0;2.0;218.512;108.841;10.0;2.0;216.0;105.2866737735388;0;0.0;1
libxml2:uri_prep:xmlParseURIReference;4.0;1.0;92.0;124.799;3.0;1.0;70.30835464468075;130.8574496241963;0;0.0;2
tulipindicators-0.9.1:candles_prep:tc_candle_count;1.0;1.0;33.2193;152.554;3.0;1.0;24.0;136.4466010057673;0;0.0;0
libxml2:globals_prep:xmlThrDefSubstituteEntitiesDefaultValue;8.0;1.0;136.0;111.537;9.0;1.0;130.79881092001085;109.83192803674116;1;2.0;1
patch-2.7.6:xmalloc_prep:xmalloc;8.0;3.0;146.946;110.675;7.0;3.0;144.75398259382442;112.91607031098789;0;0.0;1
transcoder-set:POSITION_ELEMENT_STABLE_SORT_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
gprolog-1.5.0:ma2asm_prep:Label_Printf;9.0;1.0;181.521;108.128;7.0;1.0;256.7639251168273;110.39583875146405;0;0.0;1
heman:mat4_prep:kmMat4GetForwardVec3RH;6.0;1.0;145.947;115.831;7.0;1.0;130.79881092001085;113.90322177489185;1;3.0;2
libxml2:tree_prep:xmlNewDocPI;30.0;10.0;1454.24;75.733;39.0;8.0;1026.2623130289032;73.75517230707504;1;15.0;3
binn-3.0:binn_prep:binn_object_pair;10.0;2.0;417.086;101.865;11.0;2.0;374.43766023698254;100.88188487618655;1;1.0;3
gprolog-1.5.0:stream_supp_prep:Pl_Delete_Stream;10.0;2.0;257.843;104.366;11.0;3.0;235.02198590705459;103.0737654332062;1;6.0;1
libxml2:libxml2-py_prep:libxml_xmlIsBlankNode;13.0;3.0;665.961;94.9514;19.0;2.0;451.37690549115706;91.05611449170878;1;5.0;3
cpio-2.14:util_prep:find_inode_file;7.0;2.0;218.725;111.0;8.0;2.0;210.90827503317317;109.02564574270465;0;0.0;3
heman:vec2_prep:kmVec2LengthSq;4.0;1.0;102.187;124.253;5.0;1.0;88.81055323538621;121.36727729304343;1;1.0;1
cflow-1.7:c_prep:yylex_destroy;12.0;4.0;490.591;97.6073;22.0;6.0;499.39501781648687;87.23544576801746;1;6.0;0
nano-7.2:asnprintf_prep:asnprintf;10.0;1.0;253.319;104.688;8.0;1.0;422.25941582377817;105.64582378082767;0;0.0;3
nettle-3.9.1:pgp-encode_prep:nettle_pgp_sub_packet_end;9.0;6.0;1202.55;97.1455;12.0;1.0;715.0;96.33864305142558;1;4.0;1
transcoder-set:EULERIAN_NUMBER_1_prep:f_gold;17.0;5.0;733.221;89.6452;13.0;5.0;656.5804751831737;94.56518501353221;0;0.0;2
json-c:arraylist_prep:array_list_new2;18.0;5.0;771.445;88.455;21.0;5.0;782.2395283916128;85.88549933001642;1;8.0;2
transcoder-set:HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES_prep:f_gold;3.0;1.0;79.9545;130.189;3.0;1.0;83.76180828526729;129.94699971644644;0;0.0;1
transcoder-set:DECIMAL_REPRESENTATION_GIVEN_BINARY_STRING_DIVISIBLE_10_NOT_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES_prep:main;26.0;3.0;4663.43;73.6018;15.0;1.0;2723.991147858523;85.76834897073189;1;5.0;5
screen-4.9.0:display_prep:DefResize;6.0;1.0;66.6079;119.91;3.0;1.0;50.18947501009619;132.61029313705293;0;0.0;2
less-633:ifile_prep:set_altpipe;4.0;1.0;109.393;123.898;5.0;1.0;92.0;121.18380521791258;1;1.0;2
mtools-4.0.43:dos2unix_prep:open_dos2unix;9.0;2.0;372.924;104.154;10.0;2.0;330.0;103.08283969030172;1;2.0;3
libxml2:libxml2-py_prep:libxml_xmlCopyCharMultiByte;12.0;2.0;445.0;98.5745;15.0;2.0;415.0;95.32253843694457;0;0.0;4
tmux:server-client_prep:server_client_suspend;10.0;3.0;391.735;101.961;9.0;3.0;385.0;103.75809650885675;2;1.0;1
binn-3.0:binn_prep:binn_list_add_new;6.0;2.0;154.287;115.312;7.0;2.0;153.73110979725664;112.83318939794239;0;0.0;2
mcsim-6.2.0:modelu_prep:ModelIndex;4.0;2.0;126.711;122.904;3.0;2.0;74.00879436282185;130.360724493381;0;0.0;0
